Ticker,Company Name,Sector,Industry,Market Cap,Last Price,Volume,52 Week High,52 Week Low,Average Volume,P/E Ratio,Dividend Yield,Beta,Last Updated
ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,8252134400,98.69,705561,121.81,76.01,964109,12.109203,1.09,0.989,2025-12-16 17:18:24
BPOP,"Popular, Inc.",Financial Services,Banks - Regional,8232942592,121.82,710872,129.32,78.23,578857,10.799645,2.45,0.685,2025-12-16 17:18:48
OSK,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery,8225320448,128.52,412531,144.3,76.82,749276,12.538537,1.57,1.408,2025-12-16 17:18:36
CUBE,CubeSmart,Real Estate,REIT - Industrial,8204164608,35.79,1781531,46.09,34.24,1814420,23.090324,5.8,1.117,2025-12-16 17:19:32
CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,8196831744,116.89,673323,136.34,85.58,735961,21.252728,0.37,0.697,2025-12-16 17:20:32
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,8117593088,46.97,2643828,105.14,44.1,2704139,0,9.87,1.329,2025-12-16 17:19:31
QRVO,"Qorvo, Inc.",Technology,Semiconductors,8021079552,86.57,1392835,106.3,49.46,1732658,37.476192,0.0,1.367,2025-12-16 17:20:07
CADE,Cadence Bank,Financial Services,Banks - Regional,8007475200,42.98,1935758,44.26,25.22,3548912,15.516246,2.54,0.977,2025-12-16 17:18:50
ESTC,Elastic N.V.,Technology,Software - Application,7968307712,74.98,982082,118.84,68.1,1864863,0,0.0,0.97,2025-12-16 17:16:38
FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,7920007680,58.02,514798,59.43,40.31,987369,32.41341,3.05,1.143,2025-12-16 17:19:35
CMC,Commercial Metals Company,Basic Materials,Steel,7886624768,71.02,1180025,71.99,37.92,1172880,95.97297,1.01,1.494,2025-12-16 17:19:17
R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,7813446656,191.55,209619,200.53,125.54,396528,16.150928,1.8,0.965,2025-12-16 17:18:38
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7752845824,32.22,2683112,39.2,26.39,3829946,15.056074,2.33,1.35,2025-12-16 17:17:12
MNDY,monday.com Ltd.,Technology,Software - Application,7739936768,150.14,1539330,342.64,141.2,1279411,121.08064,0.0,1.258,2025-12-16 17:16:42
FROG,JFrog Ltd.,Technology,Software - Application,7727010816,65.31,1781986,70.43,27.0,1448457,0,0.0,1.104,2025-12-16 17:16:41
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,7608228352,40.06,924661,44.23,35.8,1305500,19.259617,5.93,0.863,2025-12-16 17:19:40
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,7581478912,64.47,2303312,79.5,46.26,2385642,13.601267,0.0,0.948,2025-12-16 17:17:31
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,7446388224,23.46,11260319,38.23,22.36,6354865,6.07772,3.54,0.948,2025-12-16 17:19:23
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,7404104192,146.87,293977,152.94,75.56,508177,0,0.0,0.471,2025-12-16 17:17:33
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional,7353583616,52.89,715383,65.59048,48.685715,1133118,13.255639,2.05,0.613,2025-12-16 17:18:51
MRUS,Merus N.V.,Healthcare,Biotechnology,7351108096,96.92,1302945,96.98,33.19,2477012,0,0.0,1.062,2025-12-16 17:18:04
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,7331011072,81.73,1525871,83.94,41.89,2115134,15.479167,0.0,1.201,2025-12-16 17:17:02
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,7309083648,63.65,1378679,103.82,56.11,2202717,10.626044,5.25,1.247,2025-12-16 17:19:20
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,7203662848,112.24,510132,143.8,102.31,661817,11.190429,2.91,0.712,2025-12-16 17:18:14
LBRDK,Liberty Broadband Corporation,Communication Services,Telecom Services,7032424448,49.01,911389,97.37828,44.63,1138239,5.8835535,0.0,1.001,2025-12-16 17:17:15
LNW,"Light & Wonder, Inc.",Consumer Cyclical,Gambling,7028988928,95.8,146751,113.945,69.5605,1907199,18.825329,0.0,1.405,2025-12-16 17:20:33
CWAN,"Clearwater Analytics Holdings, Inc.",Technology,Software - Application,7001448448,21.5,4364023,32.0,15.735,5614561,13.782052,0.0,0.67,2025-12-16 17:16:36
ESAB,ESAB Corporation,Industrials,Metal Fabrication,6944727552,114.39,289658,135.84,100.165,516628,25.590605,0.35,1.201,2025-12-16 17:18:29
WING,Wingstop Inc.,Consumer Cyclical,Restaurants,6884880896,246.56,830289,388.14,204.0,910239,40.025974,0.5,1.749,2025-12-16 17:17:10
ORA,"Ormat Technologies, Inc.",Utilities,Utilities - Renewable,6755288576,111.14,619465,116.66,61.58,598004,50.98165,0.42,0.737,2025-12-16 17:19:57
KYMR,"Kymera Therapeutics, Inc.",Healthcare,Biotechnology,6735117824,84.19,991299,103.0,19.445,988115,0,0.0,2.287,2025-12-16 17:17:58
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,6698983424,31.4,3585616,38.37,26.28,4451798,15.023924,0.0,1.295,2025-12-16 17:19:16
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,6598192128,32.38,839252,36.89,24.4,1137503,13.778725,5.54,0.987,2025-12-16 17:19:10
SMTC,Semtech Corporation,Technology,Semiconductors,6582373888,71.13,1925473,81.32,24.05,1774828,127.01785,0.0,2.014,2025-12-16 17:20:17
QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts,6518202880,10.84,14183870,19.07,3.4,39324319,0,0.0,2.77,2025-12-16 17:19:04
GTLB,GitLab Inc.,Technology,Software - Infrastructure,6416039936,38.1,3299019,74.18,35.81,4491347,0,0.0,0.75,2025-12-16 17:16:39
FNB,F.N.B. Corporation,Financial Services,Banks - Regional,6274236928,17.47,3412778,17.75,10.88,9379606,12.478571,2.74,0.944,2025-12-16 17:18:58
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,6217866752,121.13,340048,136.92,75.83,542488,17.254986,0.0,1.08,2025-12-16 17:20:12
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,6176514048,202.14,328871,210.25,86.17,531266,29.858198,0.0,1.592,2025-12-16 17:17:04
NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,6142266880,202.54,194280,223.36,141.66,310839,12.635058,3.64,0.836,2025-12-16 17:17:19
SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,6130678784,41.67,2456123,44.27,22.78,2417058,15.4907055,1.9,1.357,2025-12-16 17:19:25
KEX,Kirby Corporation,Industrials,Marine Shipping,6084989952,109.05,551356,122.5,79.52,919607,20.269516,0.0,0.877,2025-12-16 17:18:33
BFAM,Bright Horizons Family Solutions Inc.,Consumer Cyclical,Personal Services,5920928768,104.11,517991,132.99,91.49,800550,30.002882,0.0,1.414,2025-12-16 17:16:57
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,5722683904,91.54,825207,96.54,33.7,1197571,138.69696,0.0,2.191,2025-12-16 17:17:42
WIX,Wix.com Ltd.,Technology,Software - Infrastructure,5677210624,101.95,1358046,247.11,92.23,1642747,43.199154,0.0,1.416,2025-12-16 17:20:22
RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,5504442880,71.22,3661442,85.84,45.001,764931,0,0.0,1.485,2025-12-16 17:17:37
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,5476573696,116.35,2470594,164.8,65.4,2140466,11.198267,0.0,1.169,2025-12-16 17:17:02
POR,Portland General Electric Company,Utilities,Utilities - Regulated Electric,5475962368,48.68,1216988,51.14,39.55,1220612,17.701818,4.26,0.682,2025-12-16 17:19:59
BILL,"BILL Holdings, Inc.",Technology,Software - Application,5441537024,54.21,1879128,100.19,36.55,2679055,0,0.0,1.357,2025-12-16 17:16:39
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,5377395712,120.95,819346,200.68,114.47,807368,68.72159,0.0,0.596,2025-12-16 17:16:49
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,5373890048,98.93,653904,119.85,95.07,758752,17.954628,0.0,0.39,2025-12-16 17:18:17
IMVT,"Immunovant, Inc.",Healthcare,Biotechnology,5361290752,26.61,2658551,28.08,12.72,1786020,0,0.0,0.558,2025-12-16 17:17:55
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,5333954048,55.97,1143506,78.48,30.04,2479796,0,0.0,1.734,2025-12-16 17:17:39
BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,5333704704,70.67,674870,74.02,54.92,950877,17.845959,3.75,0.73,2025-12-16 17:19:50
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,5327085568,53.75,1646705,76.515,40.05,4795409,36.317566,0.0,1.763,2025-12-16 17:20:22
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,5219014144,36.62,792810,40.95,22.85,1161852,20.573034,4.02,0.841,2025-12-16 17:18:45
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,5182285824,143.57,713216,155.47,112.61,384638,27.823647,0.0,0.552,2025-12-16 17:16:49
GVA,Granite Construction Incorporated,Industrials,Engineering & Construction,5107655168,116.65,665425,117.12,69.08,706182,31.871584,0.45,1.335,2025-12-16 17:18:31
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,5098872832,157.1,255053,177.4,139.17,184466,34.302402,0.6,0.993,2025-12-16 17:19:16
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,5030061056,14.8,6974093,25.24,14.48,6950317,0,0.0,0.766,2025-12-16 17:16:39
LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,5009862144,144.57,442241,184.23,119.32,461244,37.069233,1.09,0.85,2025-12-16 17:18:34
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,5005681152,91.65,1324048,122.84,73.21,1836049,31.822916,0.0,1.538,2025-12-16 17:17:03
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,4970997760,23.9,4733588,40.0,18.25,9505180,0,0.0,2.048,2025-12-16 17:16:59
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,4958379008,48.05,1193203,58.14,40.45,757317,19.453442,0.0,1.089,2025-12-16 17:18:45
MAC,The Macerich Company,Real Estate,REIT - Retail,4906701312,18.3,1246811,21.8,12.48,1994169,0,3.66,2.058,2025-12-16 17:19:39
WK,Workiva Inc.,Technology,Software - Application,4904468480,87.38,283057,116.83,60.5,738885,0,0.0,0.641,2025-12-16 17:20:21
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,4857523712,26.24,2021790,38.45,16.38,2059107,0,0.0,1.619,2025-12-16 17:20:09
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,4784686592,85.76,346210,94.31,68.1,637888,24.02241,4.06,0.836,2025-12-16 17:18:36
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,4745997824,39.73,882183,45.03,27.07,1390609,14.660516,5.39,1.078,2025-12-16 17:19:38
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,4665541632,46.31,432626,50.77,43.46,595865,13.906908,4.1,0.622,2025-12-16 17:19:56
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,4637848576,27.36,7869134,27.4,9.27,7876847,24.21239,1.85,1.419,2025-12-16 17:17:03
ALKS,Alkermes plc,Healthcare,Drug Manufacturers - Specialty & Generic,4633197056,28.06,1468578,36.45,25.17,2339033,13.960198,0.0,0.439,2025-12-16 17:17:31
UPST,"Upstart Holdings, Inc.",Financial Services,Credit Services,4563708928,46.91,3462210,96.429,31.4,6768320,180.42308,0.0,2.276,2025-12-16 17:18:42
QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,4556561408,72.87,321186,108.51,58.57,1197003,145.74,0.0,1.376,2025-12-16 17:16:46
NPO,Enpro Inc.,Industrials,Specialty Industrial Machinery,4539453952,215.49,195131,248.88,133.5,183506,53.076355,0.57,1.583,2025-12-16 17:18:36
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,4534072832,26.8,1422051,27.73,13.4,1908466,17.290323,0.0,0.672,2025-12-16 17:17:32
FFIN,"First Financial Bankshares, Inc.",Financial Services,Banks - Regional,4509559808,31.49,1266639,40.85,29.8,636614,18.633135,2.42,0.86,2025-12-16 17:18:56
RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,Gambling,4497862144,19.6,727401,22.65,9.542,1458323,75.38462,0.0,1.65,2025-12-16 17:20:31
CE,Celanese Corporation,Basic Materials,Chemicals,4484225536,40.95,840805,75.84,35.13,2114838,0,0.28,1.121,2025-12-16 17:19:15
LNTH,"Lantheus Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,4431178752,65.17,1204748,111.29,47.25,1367028,27.041492,0.0,-0.103,2025-12-16 17:18:00
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,4339762176,97.5,262383,108.08,78.87,246903,31.758959,1.08,1.072,2025-12-16 17:18:56
FORM,"FormFactor, Inc.",Technology,Semiconductor Equipment & Materials,4339406848,55.98,841827,61.1,22.58,1085468,105.62265,0.0,1.12,2025-12-16 17:20:12
BOX,"Box, Inc.",Technology,Software - Infrastructure,4298267136,30.01,1352733,38.8,28.0,1964553,24.008,0.0,0.792,2025-12-16 17:16:42
NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,4223283200,28.67,592514,41.44,28.02,1196282,47.0,7.76,1.206,2025-12-16 17:19:40
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,4178241280,86.15,1051167,126.4,79.55,1016673,3.3121877,9.85,0.222,2025-12-16 17:18:08
ENPH,"Enphase Energy, Inc.",Technology,Solar,4169190400,31.86,4632091,76.9,25.78,7982147,21.821918,0.0,1.422,2025-12-16 17:18:59
RUN,Sunrun Inc.,Technology,Solar,4070013696,17.54,4007524,22.44,5.38,8711847,0,0.0,2.352,2025-12-16 17:18:59
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,4065910784,44.44,2152552,52.2,25.45,2678914,17.776,0.0,1.77,2025-12-16 17:16:40
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,4049523968,19.64,3868125,41.87,14.28,8052593,6.0804954,4.06,1.474,2025-12-16 17:17:01
NWE,"NorthWestern Energy Group, Inc.",Utilities,Utilities - Regulated Electric,4019704064,65.46,521616,69.23,50.43,462334,18.54391,3.96,0.361,2025-12-16 17:19:56
LEGN,Legend Biotech Corporation,Healthcare,Biotechnology,3998529024,21.65,2280387,45.297,21.51,1752934,0,0.0,0.089,2025-12-16 17:17:29
MDU,"MDU Resources Group, Inc.",Utilities,Utilities - Regulated Gas,3987508736,19.51,1389545,21.49,15.04,2705157,21.677778,2.86,0.43,2025-12-16 17:19:55
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,3986506240,93.84,133411,121.54,66.15,406087,28.697247,1.74,0.567,2025-12-16 17:19:25
ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,3944881408,67.9,4388747,67.99,62.38,824667,23.824562,4.3,0.817,2025-12-16 17:19:47
MATX,"Matson, Inc.",Industrials,Marine Shipping,3926262016,123.51,415700,154.23,86.97,347788,9.44266,1.19,1.33,2025-12-16 17:18:35
STNE,StoneCo Ltd.,Technology,Software - Infrastructure,3924583168,14.67,6703484,19.95,7.72,6491038,0,0.0,1.85,2025-12-16 17:18:42
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,3909474816,33.16,1578278,63.9,30.02,2338617,0,0.0,0.64,2025-12-16 17:16:46
BRZE,"Braze, Inc.",Technology,Software - Application,3808593664,33.94,2096293,48.33,23.91,1908857,0,0.0,1.101,2025-12-16 17:16:43
EPR,EPR Properties,Real Estate,REIT - Specialty,3791027712,49.79,710909,61.24,41.75,784661,21.83772,7.05,0.907,2025-12-16 17:19:34
PATK,"Patrick Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",3788777216,113.85,397051,116.78,72.99,270530,32.621777,1.65,1.332,2025-12-16 17:18:37
LBTYA,Liberty Global Ltd.,Communication Services,Telecom Services,3767550464,11.01,1543298,13.17,9.03,1960293,0,0.0,0.85,2025-12-16 17:17:15
LCID,"Lucid Group, Inc.",Consumer Cyclical,Auto Manufacturers,3734420736,11.52,7711662,36.4,11.2,9176515,0,0.0,0.871,2025-12-16 17:19:59
LBTYK,Liberty Global Ltd.,Communication Services,Telecom Services,3730296064,10.97,1062481,13.62,9.21,962996,0,0.0,0.85,2025-12-16 17:17:15
FIBK,"First Interstate BancSystem, Inc.",Financial Services,Banks - Regional,3662536192,35.57,1227924,36.05,22.95,1314595,15.008439,5.27,0.8,2025-12-16 17:18:58
FRSH,Freshworks Inc.,Technology,Software - Application,3634115584,12.47,3516147,19.77,10.51,3808431,0,0.0,0.893,2025-12-16 17:20:19
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,3617846528,68.0,617280,101.74,58.33,478980,11.295681,2.62,0.897,2025-12-16 17:19:16
USLM,"United States Lime & Minerals, Inc.",Basic Materials,Building Materials,3609727744,126.04,81685,144.2,80.47,81080,27.701097,0.19,0.962,2025-12-16 17:19:26
FULT,Fulton Financial Corporation,Financial Services,Banks - Regional,3595718656,19.91,1185975,21.4,14.33,1637531,10.424084,3.62,0.876,2025-12-16 17:18:59
BL,"BlackLine, Inc.",Technology,Software - Application,3560406528,57.53,780805,66.25,40.824,857768,52.3,0.0,0.878,2025-12-16 17:16:46
OTTR,Otter Tail Corporation,Industrials,Conglomerates,3548559360,84.68,327920,86.22,71.66,222785,12.791541,2.49,0.563,2025-12-16 17:19:57
WSC,WillScot Holdings Corporation,Industrials,Rental & Leasing Services,3535898112,19.42,2868932,39.605,14.91,3164874,16.049587,1.41,1.121,2025-12-16 17:20:30
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,3479544576,50.36,394077,51.74,36.06,390403,11.630486,2.7,0.871,2025-12-16 17:18:51
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,3465401344,67.05,1239072,78.545,36.88,665601,0,0.0,0.424,2025-12-16 17:18:03
VCYT,"Veracyte, Inc.",Healthcare,Diagnostics & Research,3416505600,43.22,845619,50.71,22.61,973858,113.73685,0.0,1.83,2025-12-16 17:17:40
ASAN,"Asana, Inc.",Technology,Software - Application,3385787904,14.28,2163257,27.645,11.58,3897655,0,0.0,0.929,2025-12-16 17:16:42
FOLD,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology,3359930368,10.89,8095355,11.14,5.51,5428955,0,0.0,0.461,2025-12-16 17:17:29
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,3313039616,34.34,1438461,46.5,25.81,1488831,0,0.0,0.162,2025-12-16 17:17:29
FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,3253446656,60.15,203520,72.82,47.56,410184,28.91827,1.55,1.091,2025-12-16 17:19:20
PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,3186844672,2.29,95336989,4.58,0.69,138600406,0,0.0,1.749,2025-12-16 17:18:37
TGNA,TEGNA Inc.,Communication Services,Broadcasting,3169597440,19.68,806514,21.35,14.87,1911047,9.416268,2.55,0.122,2025-12-16 17:17:19
AVA,Avista Corporation,Utilities,Utilities - Diversified,3130371072,38.47,1014784,43.09,34.8,654395,16.300848,5.05,0.287,2025-12-16 17:19:48
FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,3122269440,63.97,1186274,164.07,46.76,1429468,27.105934,0.0,1.721,2025-12-16 17:18:17
FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,3113267456,33.25,384046,47.89,32.21,347392,16.708542,0.0,0.482,2025-12-16 17:18:08
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,3098774272,71.98,703154,96.69,38.86,811769,0,0.0,1.975,2025-12-16 17:20:10
BANC,"Banc of California, Inc.",Financial Services,Banks - Regional,3096230400,19.65,867426,20.17,11.52,3111793,19.07767,2.03,1.095,2025-12-16 17:18:45
BLKB,"Blackbaud, Inc.",Technology,Software - Application,3049762816,62.87,309313,81.39,54.56,348752,0,0.0,1.087,2025-12-16 17:16:43
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas,3001271808,126.9,89224,140.59,115.12,144626,22.539965,2.16,0.8,2025-12-16 17:19:51
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,2987412736,24.67,1782692,45.44,24.235,1227046,0,0.0,0.728,2025-12-16 17:16:49
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,2947350272,4.9,5388042,6.34,3.51,8051426,0,7.14,1.476,2025-12-16 17:19:40
HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,2872834816,25.64,938809,32.76,24.19,1139766,22.295652,7.74,1.084,2025-12-16 17:19:36
AWR,American States Water Company,Utilities,Utilities - Regulated Water,2854414592,73.73,149660,84.12,69.45,304933,21.81361,2.73,0.696,2025-12-16 17:19:50
PAGS,PagSeguro Digital Ltd.,Technology,Software - Infrastructure,2834072832,9.71,3010513,11.16,6.11,4683690,7.2462683,1.4,1.441,2025-12-16 17:18:42
TDC,Teradata Corporation,Technology,Software - Infrastructure,2804760064,29.68,1220118,33.2,18.43,1552996,24.528925,0.0,0.576,2025-12-16 17:20:20
WDFC,WD-40 Company,Basic Materials,Specialty Chemicals,2787163904,205.94,104390,267.9,186.19,131715,30.783258,1.86,0.153,2025-12-16 17:18:11
CVBF,CVB Financial Corp.,Financial Services,Banks - Regional,2756352000,20.0,951206,23.19,16.01,816985,13.513514,3.96,0.688,2025-12-16 17:18:54
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,2715469568,26.76,1313062,35.25,13.525,2322712,0,0.0,2.216,2025-12-16 17:17:40
APPN,Appian Corporation,Technology,Software - Infrastructure,2696984320,36.43,433408,46.059,24.0,804996,0,0.0,0.851,2025-12-16 17:16:37
ASH,Ashland Inc.,Basic Materials,Specialty Chemicals,2683947264,58.65,426119,74.57,45.21,864646,0,2.77,0.442,2025-12-16 17:19:15
LFST,"LifeStance Health Group, Inc.",Healthcare,Medical Care Facilities,2676322048,6.88,2426216,8.295,3.74,1986326,0,0.0,1.125,2025-12-16 17:20:26
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,2657815552,17.02,1709223,24.345,10.57,1796003,0,0.0,1.114,2025-12-16 17:17:35
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2656929792,43.4,1221806,49.53,30.75,687196,24.94253,1.16,1.157,2025-12-16 17:18:32
MANU,Manchester United plc,Communication Services,Entertainment,2626174976,15.23,352064,19.65,12.05,441614,0,0.0,0.581,2025-12-16 17:17:20
FFBC,First Financial Bancorp.,Financial Services,Banks - Regional,2618919424,26.58,523999,29.25,21.1,548669,9.844444,3.71,1.001,2025-12-16 17:18:56
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,2616059904,43.9,286145,51.63,41.29,425292,19.254387,2.74,0.645,2025-12-16 17:19:52
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,2587575808,51.85,412895,68.54,46.65,422187,21.970339,0.0,0.887,2025-12-16 17:16:44
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution,2581499136,63.33,312950,68.94,45.0,466028,36.606937,0.0,1.298,2025-12-16 17:18:12
RNG,"RingCentral, Inc.",Technology,Software - Application,2570972160,29.7,746278,39.97,20.59,1414798,212.14287,0.0,1.299,2025-12-16 17:16:33
DNOW,DNOW Inc.,Industrials,Industrial Distribution,2558415360,13.78,1326154,18.449,12.01,2000676,15.83908,0.0,0.808,2025-12-16 17:19:19
GENI,Genius Sports Limited,Communication Services,Internet Content & Information,2544734976,10.66,2170311,13.73,8.15,5721969,0,0.0,1.941,2025-12-16 17:20:33
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution,2478647808,79.62,396671,181.92,78.02,434196,18.778303,0.0,0.928,2025-12-16 17:16:49
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,2449719040,49.15,988477,69.7,42.69,1279909,14.93921,2.15,0.958,2025-12-16 17:17:07
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,2449017600,46.77,421183,52.08,26.63,550419,Infinity,1.71,1.637,2025-12-16 17:20:13
RXO,"RXO, Inc.",Industrials,Trucking,2402597888,14.64,1140460,27.28,10.425,2084323,0,0.0,1.612,2025-12-16 17:18:39
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,2390194688,137.41,67667,151.92,95.91,118993,0,1.46,1.331,2025-12-16 17:19:21
OLN,Olin Corporation,Basic Materials,Chemicals,2340980224,20.42,2355469,35.84,17.66,2655536,44.391304,3.72,1.651,2025-12-16 17:19:24
DIOD,Diodes Incorporated,Technology,Semiconductors,2340249344,50.39,270316,67.12,32.93,400590,36.514492,0.0,1.654,2025-12-16 17:20:12
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,2338123008,11.52,1328479,20.5,11.43,1959780,96.00001,6.51,1.137,2025-12-16 17:19:32
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,2337801984,22.31,3583945,129.84,10.42,5303193,0,0.0,0.531,2025-12-16 17:17:31
BANR,Banner Corporation,Financial Services,Banks - Regional,2301252864,66.54,177906,72.58,54.01,216519,12.120219,2.9,0.928,2025-12-16 17:18:47
XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,2268905728,11.37,3387429,20.6,9.85,3590358,0,5.62,1.017,2025-12-16 17:17:28
FRME,First Merchants Corporation,Financial Services,Banks - Regional,2245345536,38.83,220762,45.62,33.13,326973,9.7075,3.69,0.96,2025-12-16 17:18:58
